@relation data
@attribute Var81 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var193 numeric
@attribute Var207 numeric
@attribute Var218 numeric
@attribute churn numeric
@data
59344.2,214441.2,-0.39968,2,5,1,-1
142733.1,-2030000,-0.39968,38,5,1,-1
5662.53,1816.856,4,38,6,2,-1
183511.5,205858.4,-0.39968,2,10,1,-1
150093,143495.6,-0.39968,38,5,1,-1
90504.59,26657.28,36,2,11,1,-1
217748.1,45245.2,-0.39968,38,10,2,-1
241126.8,2663336,-24,38,5,1,-1
132923.1,63500.4,10,38,10,1,-1
204055.2,43717.6,4,38,10,2,-1
144824.7,134898.8,6,38,9,1,-1
147468.6,-150260.8,-26,38,10,1,-1
75211.8,-367526,20,2,10,2,-1
2613.894,10218.72,-0.39968,38,5,1,-1
48923.1,138989.2,-0.39968,16,5,2,-1
82966.5,180779.2,-30,38,10,2,-1
100368,273544.4,-0.39968,2,10,2,-1
114956.1,-155372.4,-0.39968,2,5,1,-1
180509.1,359131.6,-0.39968,11,5,1,-1
89223,401460,-0.39968,38,10,1,-1
63339.9,175339.6,-0.39968,2,11,1,-1
197413.5,-18354.72,6,38,10,1,-1
38790,109370.4,4,14,6,2,-1
405018,-169488.4,4,38,10,2,-1
5724.99,9497.56,-0.39968,38,10,1,-1
34613.1,18512.16,32,38,10,1,-1
187117.2,130471.6,28,38,10,2,-1
74429.7,-21439.2,-6,38,10,1,-1
55620.3,-66929.2,-22,38,10,1,-1
91685.018146058,-24916.56,4,38,10,1.4655,-1
130835.1,101779.6,-28,38,10,2,-1
76692,79920.8,-20,38,10,1,-1
220189.5,86870,4,38,10,2,-1
14054.1,16543.72,24,38,9,2,-1
143283.3,-21309.84,6,38,10,1,-1
84648.3,-328260,4,38,10,2,1
91685.018146058,-1732744,-20,38,10,2,-1
10815.06,31575.28,-0.39968,38,10,2,-1
67779.3,184689.6,-26,38,10,1,-1
67529.09,417932,40,2,10,1,-1
87241.5,495124,-24,51,11,2,-1
5223.93,-930624,-0.39968,2,6,1,-1
3578.1,7062.84,-30,16,5,1,-1
181433.1,88559.6,-24,38,10,1,-1
3415.86,-51982.8,-28,38,10,2,-1
13069.95,177433.6,-0.39968,38,10,2,-1
232423.8,176054.4,-30,38,10,1,-1
10630.77,-559080,-0.39968,2,10,1,-1
91685.018146058,-1003220,-14,38,10,2,-1
10305.36,96402.8,-0.39968,2,5,1,-1
222966.9,107644.4,-0.39968,2,10,1,-1
14804.07,-54593.6,12,7,5,1,-1
91685.018146058,-1431644,-20,38,10,2,-1
4909.65,-880892,-24,38,5,1,-1
19248.57,259756.8,-0.39968,37,6,1,-1
372729,181429.6,-30,38,10,2,-1
125355.3,-781788,4,38,8,1,-1
91685.018146058,-4829680,-20,38,10,2,-1
114896.7,350113.6,-0.39968,38,10,2,-1
91685.018146058,-133110.8,4,38,10,2,-1
10037.76,226190.8,-0.39968,7,8,1,-1
7679.46,-326282.8,-10,13,11,2,1
7656.15,15445.28,4,38,6,1,-1
212352.6,125657.2,-28,38,10,1,-1
198549.9,133785.6,-24,38,10,2,-1
211024.8,128381.6,-30,38,10,2,-1
46044.3,355758.8,-26,38,10,1,1
60610.2,178235.2,40,38,10,1,-1
16631.31,-663532,-0.39968,2,10,1,-1
44861.1,-1172044,-24,2,10,1,-1
91685.018146058,-2429064,-0.39968,38,10,1,-1
209826,148104.8,-20,38,10,1,-1
67119,153939.2,4,38,10,1,-1
91685.018146058,-3131788,-20,38,10,1,-1
186152.4,538492,-20,2,10,2,-1
3041.13,-1794148,-18,38,5,2,-1
132957.9,100542.8,-26,38,10,1,-1
124050.3,80478.4,4,38,10,1,-1
39655.8,54153.6,32,38,10,2,-1
119910.9,253416,4,14,8,2,-1
227145.6,93705.2,-20,38,10,2,-1
229555.2,-116170.4,-30,7,5,1,-1
166081.8,104860,-28,25,10,1,-1
91685.018146058,-1094588,-16,38,5,1,-1
69845.41,-613948,-30,38,10,1,-1
20258.61,-142962,4,25,10,1,-1
167925.3,-115545.2,40,38,10,1,-1
404532,233016.4,-8,38,10,2,1
540.777,-5666.44,-0.39968,2,10,2,-1
29273.58,92836,-0.39968,38,10,1,-1
34155.3,-36632.16,60,2,10,1,-1
91685.018146058,-1708352,-18,38,10,2,-1
203363.7,57629.2,-0.39968,7,5,1,-1
177080.4,-510616,-4,38,10,2,-1
1854.81,-496660,-26,38,10,2,1
91685.018146058,-2544176,-18,38,10,1,-1
91685.018146058,36365.6,4,38,10,1,-1
222053.4,-153278.608486739,6,38,6,2,-1
91685.018146058,-2041204,-0.39968,38,10,1,-1
204743.1,287706,-0.39968,38,10,2,-1
177159,-274366,-0.39968,38,10,2,-1
91685.018146058,-903076,-14,38,5,2,-1
5021.01,-67073.2,-0.39968,2,10,1,-1
37818.3,-70510.4,-0.39968,38,10,2,-1
91685.018146058,-911776,-16,38,10,2,-1
73622.7,127447.2,4,38,10,2,-1
91685.018146058,-3781448,-20,38,10,2,-1
1741.383,-34862,-12,2,4,1,-1
139382.7,148562,4,38,10,1,-1
133576.8,130161.6,-28,2,3,1,-1
58137.6,145363.6,-0.39968,26,5,2,-1
73332.3,98529.2,4,38,10,1,-1
51338.1,127928.4,-20,7,8,1,-1
137088.9,245484.4,-0.39968,38,9,1,-1
265905.9,57604.8,-8,38,10,2,1
2554.758,-1940152,4,38,6,1,-1
1369308,322608.8,-26,38,10,1,-1
336282,8703400,-6,38,10,2,1
91685.018146058,-579460,4,38,10,1,1
4362.99,-153278.608486739,-0.39968,38,10,2,-1
12980.49,-271954.4,-12,38,10,1,-1
91685.018146058,18856.56,-14,38,10,2,-1
50593.5,288177.2,12,38,10,2,-1
41682.9,-508540,-0.39968,2,10,2,-1
175471.5,61794,-20,38,7,2,-1
180015,617152,-20,2,10,2,-1
261679.5,185677.6,4,38,10,1,-1
229401.6,186910.8,38,38,10,1,1
8509.38,-57836,26,38,10,1,-1
17771.1,768764,-0.39968,38,10,2,-1
91685.018146058,-1491408,-20,38,10,1,-1
35631,86741.2,18,38,10,1,-1
271432.5,-89315.6,-8,38,10,2,-1
155370.6,537112,-0.39968,38,10,2,-1
46722,298382,-0.39968,38,10,2,-1
700494,142155.6,-22,38,10,1,-1
91685.018146058,-2265332,-24,38,10,2,-1
26009.28,25022.56,-0.39968,2,11,1,-1
86046.91,210759.2,-0.39968,7,11,2,-1
155582.1,74632.8,32,38,10,1,-1
26101.08,87168.4,-0.39968,38,10,2,-1
67161.91,-1300936,-0.39968,38,10,2,-1
91685.018146058,-273860,-24,2,5,1,-1
92207.7,-855104,-30,2,10,1,-1
190384.8,86154,4,38,10,1,-1
4735.53,69.5716,-0.39968,38,10,1,-1
72773.09,508884,-24,38,10,2,-1
32090.4,379436.4,12,25,10,2,-1
161063.1,259756,-30,38,10,1,-1
8558.189,-127511.6,12,7,5,2,-1
14171.01,-775228,4,38,5,1,-1
149780.7,304241.6,-0.39968,38,10,1,1
24386.82,-94529.2,12,38,10,1,-1
171834.6,-326109.6,-0.39968,38,10,1,1
32964,143597.6,-0.39968,38,10,1,-1
64122,22106.28,-0.39968,2,10,1,-1
91685.018146058,-1139736,-18,38,10,1,-1
91685.018146058,-3812744,-20,38,10,1,-1
91685.018146058,-557888,4,38,10,1,-1
316338,-177174.8,-8,38,10,2,-1
19752.78,11912.28,8,38,10,1,1
4446.21,-144480.8,26,2,10,1,-1
46446,-152870.4,-30,38,10,2,-1
21183.18,108548.4,44,38,5,1,-1
93087.59,140761.6,50,2,10,1,-1
160844.7,-96912.4,6,38,9,2,-1
123572.7,-1741.572,14,38,10,2,-1
31759.2,110832.8,28,38,10,2,-1
235239.9,-607424,-0.39968,38,10,1,-1
139213.5,369028.8,-0.39968,38,10,2,1
211453.8,109950.4,4,38,10,2,-1
129101.7,-267350.8,18,38,10,1,-1
252912,867816,-0.39968,38,10,2,-1
91685.018146058,-3821412,-20,38,10,2,-1
52494,-170325.2,20,38,5,2,-1
4843.71,10049.72,34,38,11,2,-1
155442.6,129024,-0.39968,38,10,1,-1
146856.3,255259.6,-28,38,10,1,1
208920.9,95856.4,-26,38,10,2,-1
245787.3,-174635.2,4,38,10,1,-1
91685.018146058,-613216,4,38,10,1,-1
10886.43,24072.12,-0.39968,38,10,1,-1
7073.37,45579.6,-0.39968,38,10,1,-1
8563.32,-5176.84,20,38,6,2,1
32304,571800,24,38,5,2,-1
47343,159289.6,4,38,10,2,-1
124716.3,-98933.6,-0.39968,2,10,1,-1
43221,-227788,-30,2,10,1,-1
216463.5,179720.8,36,38,10,2,1
93386.09,525488,-26,38,10,1,-1
46727.4,664940,12,38,10,1,-1
4444.32,-30454.16,8,38,10,1,-1
103657.8,171704.8,4,38,10,2,-1
3933.75,-16669.16,-0.39968,2,10,1,-1
124017.3,1068468,-24,38,10,1,-1
100695.3,184600.4,4,38,10,1,-1
34230,-1680552,-0.39968,2,10,1,1
169370.4,8188.28,-24,38,10,2,-1
67648.2,667524,-12,2,11,2,-1
19080.48,-1147316,-0.39968,38,10,2,-1
212682.3,141366.8,-8,38,10,2,-1
91685.018146058,-1975356,-0.39968,38,5,1,-1
5404.89,17518.28,-30,45,6,1,-1
91685.018146058,159979.6,-20,38,5,2,1
5886.27,6284.72,58,2,11,2,-1
143639.4,105920.8,-24,38,10,1,-1
11697.84,59514,-0.39968,38,10,1,-1
110875.5,693860,-0.39968,7,5,1,-1
186878.4,169457.2,-0.39968,2,10,2,-1
213888.3,203807.2,4,38,10,2,-1
65746.5,519060,-18,38,10,2,-1
5024.28,-53986.4,28,38,10,2,-1
28671.99,165864,4,38,10,1,-1
91685.018146058,-208314.8,-14,38,10,2,-1
219378.9,71569.6,38,38,10,1,-1
12620.76,-207592.8,-28,38,10,2,-1
28862.4,210104,-0.39968,38,10,2,-1
39936.6,-190272,-0.39968,38,6,1,-1
51665.7,99672.8,34,38,10,2,-1
52548.3,292533.6,-0.39968,7,5,2,-1
217364.4,467796,-20,7,8,1,-1
238247.1,11063,4,38,10,2,-1
67267.5,458584,48,38,10,1.4655,-1
11650.14,-177706.4,24,2,10,2,-1
184719.3,172781.6,20,38,10,1,-1
142248.3,-741832,4,38,10,2,-1
32822.4,256284.8,4,2,10,2,-1
91685.018146058,-3974272,-18,38,10,2,-1
91685.018146058,-424076,-30,38,10,2,-1
33146.4,1240136,26,38,10,1,-1
10031.1,-60997.6,36,38,10,1,-1
91685.018146058,-96394.4,4,38,10,1,-1
187535.4,308082,-14,38,10,2,-1
216001.8,145330.8,14,38,10,2,1
91685.018146058,-1848824,4,38,6,1,-1
103927.2,143854.4,-20,42,5,2,-1
108648,121742.8,-28,38,10,1,-1
174549,104462.4,-0.39968,2,3,1,-1
2881.857,-579288,-14,2,10,2,-1
22820.28,101949.2,-0.39968,38,10,2,-1
25121.58,573244,8,38,10,2,-1
73438.5,-680948,-8,2,10,1,-1
47755.2,64543.6,50,25,10,2,-1
18674.37,-1163232,-14,25,10,1,-1
91685.018146058,-1087656,4,38,10,2,-1
407682,265755.6,-30,38,10,1,1
229613.7,142643.6,8,38,10,1,1
177481.8,143638.8,36,38,10,2,-1
91685.018146058,623460,-26,38,10,1,-1
91685.018146058,-1236752,-0.39968,38,6,1,-1
1755.516,-21989.28,4,38,6,1,-1
912.537,-31558.16,38,36,5,2,-1
15282.39,-27081.16,-0.39968,30,5,2,-1
217715.4,161798,50,2,6,2,-1
142834.5,-127220.4,-26,38,10,1,-1
91685.018146058,-1969412,-18,38,10,2,-1
190532.7,62169.2,-30,38,9,1,-1
131738.1,-1449808,4,38,10,1,-1
127823.1,-534752,-30,38,6,1,-1
201716.7,412928,-18,38,10,1,-1
42125.7,376331.2,-0.39968,38,10,1,-1
91685.018146058,-898936,-14,38,10,1,-1
156232.5,169506,-0.39968,2,10,1,-1
263235.3,-352316.8,-0.39968,38,10,1,-1
81157.5,-25803.56,-0.39968,38,10,1,-1
27187.65,-144804.8,34,2,10,1,-1
91685.018146058,-1081256,4,38,10,1,-1
160235.1,153790.8,4,7,9,2,-1
15183.48,-124075.2,4,38,10,2,-1
91685.018146058,-478844,-0.39968,38,6,1,1
91685.018146058,-2467596,-18,38,10,2,-1
10132.47,-1956888,-18,2,10,2,-1
26581.32,-810.144,-0.39968,38,10,2,-1
187001.4,-699508,-0.39968,2,11,1,-1
91685.018146058,-1011776,4,38,10,1,-1
100371.3,201538,-28,2,10,2,-1
230339.7,83933.6,30,38,6,2,-1
45699.9,74918.4,36,2,10,1,-1
91685.018146058,-1040984,-16,38,10,1,-1
8915.49,79418.8,-0.39968,2,5,1,-1
136965.9,297938.8,-0.39968,38,10,1,-1
11443.38,-568556,-0.39968,38,10,2,-1
172179.9,629848,-8,38,10,1,1
91685.018146058,-643976,4,38,10,1,-1
8340.9,-77698,26,38,6,1,-1
91685.018146058,-1109264,-24,38,10,2,-1
37623.9,-554716,-8,38,10,2,1
16902.42,58616,58,2,10,2,-1
64803,104850.4,-22,38,10,1,-1
91685.018146058,-529468,-14,38,10,2,-1
4732.92,-47683.2,4,38,5,1,-1
91685.018146058,-645256,-0.39968,38,10,1.4655,-1
12485.4,-60764.4,4,38,10,1,-1
19496.49,-1217704,4,2,5,2,-1
91685.018146058,-3433000,-20,38,10,2,-1
153583.2,174209.2,-0.39968,38,6,1,-1
226784.7,-201359.2,-0.39968,16,5,2,-1
65063.7,67697.2,-18,16,5,1,-1
113414.1,250286.4,-0.39968,2,5,1,-1
8181.21,-71813.2,4,38,10,1,-1
4960.89,-963140,-14,38,10,1,-1
9533.1,-131485.6,-0.39968,14,8,2,-1
161454.6,-852396,4,38,10,2,-1
10190.13,-1782776,4,38,5,1,-1
3409.47,23974.84,28,38,10,1,-1
191819.1,164813.2,-0.39968,27,10,1,-1
96114,292978.8,-30,38,10,1,-1
91685.018146058,-103753.2,-22,38,10,2,-1
18031.89,-1297616,-10,38,10,1,-1
134148.3,-500332,4,7,8,2,-1
11535.48,47734,24,38,10,1,-1
23768.34,-1384224,-20,2,10,1,-1
217501.8,-150170,-18,38,6,1,-1
51971.1,-67598,-0.39968,7,5,2,-1
26291.4,-3604.572,-0.39968,2,10,1,-1
15829.35,96760.8,4,31,5,2,-1
205935.6,178956.4,-0.39968,38,10,2,-1
369504,-932596,4,38,10,1,-1
55933.2,185066.4,-0.39968,2,10,2,1
27386.49,161151.2,-30,38,10,1,-1
91685.018146058,-1676448,4,38,10,1,-1
191184,413072,4,38,10,1,-1
10205.4,-356797.6,-0.39968,38,10,2,-1
16855.2,112959.6,14,38,10,1,-1
16134.75,714904,-0.39968,38,10,2,1
152730.3,20376.28,28,38,10,1,-1
9710.85,-360192,44,7,5,1,-1
5795.58,14444.56,-30,38,10,1,-1
5980.47,-1693440,36,2,11,1,-1
2249.175,-826836,2,38,10,2,-1
45594.9,182794,-0.39968,7,8,1,-1
90943.5,287305.6,6,38,10,1,-1
4853.13,82712.4,58,31,5,1,-1
221727,160664,8,38,10,2,-1
41788.5,-98258.4,50,37,5,1,-1
4290.12,-55839.6,-0.39968,38,10,2,1
174850.5,229982.4,4,38,10,2,-1
231304.8,167714,4,38,10,2,-1
116970.9,83317.6,-20,38,10,1,-1
35624.7,-55655.2,14,38,10,2,1
209949.9,-40745.6,12,38,10,2,-1
8851.5,155773.6,-0.39968,2,10,1,-1
171269.7,258576.8,-22,38,10,2,1
151506.3,90877.6,-8,38,10,1,-1
238493.1,137980,6,38,10,1,-1
91685.018146058,-752764,-14,38,10,1,-1
91685.018146058,-148984.4,-0.39968,38,10,2,-1
91685.018146058,232488.4,-18,38,10,2,-1
91685.018146058,-869172,-28,38,6,2,-1
64351.2,-614376,-0.39968,38,10,1,-1
191871.3,115708.8,4,38,10,1,-1
64084.2,257270.8,-0.39968,2,5,2,-1
181380.3,-435940,44,7,5,1,-1
77696.7,107068,-24,38,10,2,-1
48990,11436.28,-0.39968,16,5,1,1
222892.2,-153278.608486739,-0.39968,38,10,2,1
98629.2,-531488,-26,16,5,2,-1
65662.5,237561.6,-32,2,10,2,-1
99125.7,-27009.16,30,7,11,2,-1
106727.7,-186036.4,-0.39968,38,10,1,-1
204642,131023.2,38,38,10,1.4655,-1
91685.018146058,-1451632,-18,38,10,1,-1
230850.3,-210613.2,4,38,10,2,-1
84355.5,190727.6,-18,38,10,1,-1
19630.23,118459.2,56,2,10,1.4655,-1
27417.75,-927444,-8,38,10,2,-1
33531.6,102670.4,-24,38,10,2,-1
198743.7,151150.8,34,38,10,2,-1
6155.01,-26862.84,4,38,9,1,-1
161673.9,63565.2,4,37,5,1,1
117080.7,134314.4,-0.39968,38,10,2,-1
223501.8,103785.6,-0.39968,2,10,1,-1
151387.2,362990.4,-26,2,5,1,-1
225962.4,1530444,-0.39968,38,10,1,-1
8091.39,-5180.44,-30,38,6,1,-1
61620.3,592508,4,14,8,2,-1
91685.018146058,-378760,-20,38,10,1,-1
23363.97,125354,-0.39968,2,10,2,-1
18498.48,116725.2,4,38,10,2,-1
224998.2,-66823.2,28,38,10,2,-1
208561.8,517924,-14,38,10,2,-1
57679.2,607564,4,13,9,1,1
217988.4,-55798,-0.39968,38,10,2,-1
56908.2,588736,-0.39968,38,6,2,-1
217239.6,-79668,4,38,10,1,-1
3052.98,109763.2,-30,38,10,2,-1
113755.5,148147.6,-22,38,10,1,-1
217637.7,170694,4,38,10,1,-1
5405.07,-3842.144,18,38,5,1,-1
3286.71,-861960,-0.39968,2,11,2,-1
4476.09,108100.8,40,2,5,2,-1
22742.67,-448956,-0.39968,2,10,1,-1
110239.8,-304874.4,-30,38,9,1,-1
18037.47,6332.56,4,2,10,1,-1
11622.69,-182684.4,-0.39968,38,10,2,-1
7130.1,52471.2,-0.39968,2,5,1,-1
91685.018146058,-121893.6,-18,38,10,2,1
10412.01,124582.4,-0.39968,38,10,2,1
84059.09,145409.2,-0.39968,2,10,2,-1
100146.6,-623184,10,38,10,1,-1
29764.11,117739.6,-0.39968,38,9,2,1
161070,-183369.6,-0.39968,7,11,2,-1
14525.7,-38689.84,-0.39968,38,10,1,-1
4723.11,106136,4,38,6,2,-1
3617.49,9101.16,26,7,6,1,-1
218735.7,-12538.16,-28,32,5,1,-1
235880.7,120640.4,-30,38,10,2,-1
24071.4,-809556,4,38,10,1,-1
47277.9,-202196.8,-0.39968,2,10,2,-1
150262.2,339532,-0.39968,26,5,1,-1
41219.7,-621840,4,38,10,1,-1
4037.04,-75749.6,24,38,10,1,-1
13283.22,-22822.84,-0.39968,38,9,1,-1
22848.27,-506248,38,38,10,1,-1
46855.2,-140623.2,-0.39968,38,10,2,-1
226886.7,580016,-24,38,10,2,-1
205146.3,-127772.4,-0.39968,38,5,1.4655,-1
317142,325184,4,38,10,2,-1
227576.7,642936,-28,38,10,1,-1
175367.1,-153278.608486739,4,32,6,2,-1
192024,-383036.4,-24,38,10,2,-1
22404.33,10061.28,32,38,6,1,-1
91685.018146058,-1026192,-0.39968,38,10,1,-1
40722.9,-426720,-0.39968,38,10,1,-1
207262.5,176055.6,-0.39968,38,5,1,-1
5790.45,-31988.84,58,2,10,1,-1
149592.9,-11169,4,38,10,2,-1
111700.5,555132,4,2,11,1,-1
219354,79010.8,-30,38,10,2,-1
35079.3,-173088,6,37,5,2,-1
154402.5,297250.4,-8,38,10,2,1
123714,137896,-30,38,10,1,-1
102950.7,-11956.28,-20,38,10,1,-1
6936.42,110154.4,-0.39968,32,5,2,1
91685.018146058,-1679404,-18,38,10,1,-1
209520.3,379606.4,-0.39968,38,10,1,-1
81813.59,-317924.4,-0.39968,38,10,2,-1
11375.88,-66941.2,-0.39968,38,10,2,-1
38846.4,181990.4,26,14,8,1,-1
32108.7,-446764,-0.39968,38,10,1,1
12085.83,-52922,-0.39968,38,10,1,-1
91685.018146058,-1496236,4,38,10,1,-1
7018.17,-1850344,-0.39968,7,11,2,-1
17911.14,29356.28,30,38,10,1,-1
148139.7,330039.6,-0.39968,38,10,2,-1
11172.36,51944.8,10,38,10,2,-1
91685.018146058,-858368,4,38,10,1,-1
139692,-256667.6,42,2,10,2,-1
26350.65,430352,4,7,5,1,-1
36925.5,-8550.16,-0.39968,38,10,1,-1
123102,188782.8,-0.39968,38,10,2,-1
91685.018146058,134395.6,4,38,10,1,-1
6933.84,-1038.716,28,34,10,1,-1
8077.92,-129001.2,20,38,10,1,1
4278.36,34561.56,36,7,11,1,-1
8642.07,-50491.2,34,14,6,1,-1
252575.4,869212,-20,38,10,2,-1
34652.4,89550.8,-0.39968,38,10,2,-1
89826.91,42937.2,-0.39968,38,10,2,1
107532.9,-46548,4,2,11,1,-1
3226.95,-4200,-0.39968,2,10,1,-1
15871.8,-300150,40,38,9,1,-1
3571.08,-153278.608486739,30,38,10,1,-1
182395.2,-84416.4,38,38,10,2,-1
18851.82,-399188.8,30,38,10,2,-1
5387.85,9070.28,-0.39968,38,10,2,-1
2547.057,-1536620,-20,38,10,1,-1
119515.5,-91201.6,-0.39968,2,11,2,-1
3710.64,-17703.56,-0.39968,38,10,2,-1
5568.36,54151.6,34,38,10,1,-1
97445.09,-75093.6,-22,2,5,1,-1
91685.018146058,-1423448,4,38,10,1,-1
91685.018146058,-2775996,-18,38,10,2,-1
35564.1,54249.2,-6,2,10,2,1
165186.3,-34346,4,38,10,1,-1
226129.8,118295.6,32,38,10,1,-1
183136.8,-52761.2,-8,38,9,2,-1
225657.3,111248,-20,38,10,2,-1
48881.4,820000,-10,38,10,2,-1
94865.7,-54474,-0.39968,2,5,1,-1
172609.2,460732,38,2,5,1,-1
91685.018146058,-2433688,-18,38,10,2,-1
181306.5,122762.4,4,2,10,2,-1
169470.3,402656,-24,37,5,2,-1
97737.3,-107058,14,38,10,2,-1
407244,152290,-0.39968,38,10,2,-1
220145.1,178294,12,38,10,2,1
5315.46,-41921.2,34,2,10,2,-1
9345.18,-720700,-0.39968,38,6,1.4655,1
91685.018146058,-1663800,-22,38,5,2,-1
91685.018146058,-4383560,-20,38,8,1,-1
91685.018146058,-8946.28,4,13,9,1,-1
198791.7,230634,-24,2,5,1,-1
143120.4,208298.8,4,7,8,1,-1
172060.5,-153278.608486739,-0.39968,37,5,1,-1
8388.51,-56802.4,-0.39968,38,10,1,-1
6545.34,57163.2,6,26,5,2,-1
159757.5,-75471.2,-0.39968,38,10,1,-1
84742.8,79198.8,16,38,10,2,1
6666.45,187,-0.39968,38,6,1,-1
54481.2,-411096,4,38,10,1,-1
212106,351695.2,4,7,8,1,-1
52846.2,201454.4,30,2,10,1,-1
91685.018146058,-1033192,4,38,10,1,-1
91685.018146058,-1598328,-20,38,10,1,-1
21820.47,-1274664,26,38,10,2,-1
91685.018146058,-2285808,-20,13,9,1,-1
83707.5,35472.72,-28,2,5,2,-1
227013,102582.4,-0.39968,38,10,2,-1
19663.56,89889.6,-16,2,5,2,-1
74035.8,221756,-0.39968,38,5,2,-1
91685.018146058,-95635.6,-30,38,10,2,-1
2074.185,6109.72,52,2,10,1,-1
91685.018146058,-504200,4,13,9,1,-1
14745.93,43337.6,30,38,10,1,-1
219227.7,147832.8,8,7,8,2,-1
186100.8,145919.6,4,38,10,1,-1
91685.018146058,-812224,4,38,10,2,-1
9470.4,-345755.2,6,7,10,1,-1
91685.018146058,-786396,4,38,10,1,-1
212586.6,140202.4,4,38,10,1,-1
191930.7,142612.4,8,38,10,1,-1
230683.8,60369.6,4,38,10,2,-1
22666.14,116292.4,4,2,5,2,-1
7829.49,-2000376,-0.39968,38,10,2,-1
79235.09,-153278.608486739,-8,38,10,2,1
91685.018146058,-1307684,4,38,10,1,-1
91685.018146058,-715568,-20,38,10,1,-1
4380.72,-231466,8,14,6,1,-1
60340.2,-50263.2,4,38,10,2,-1
745.245,-19.71428,-0.39968,38,10,2,-1
207666,658056,32,16,5,1,-1
53570.7,109368.8,36,38,10,2,-1
91685.018146058,-3201496,-18,38,10,1,-1
93168,120500,14,7,8,1,-1
60296.1,1100.572,4,38,10,2,-1
38867.4,100184.8,18,38,10,1,-1
27162.06,112468.4,4,38,10,1,-1
66131.09,88571.6,-26,2,10,2,-1
3675.69,11967.28,20,2,10,1,-1
220967.4,1413600,4,38,9,2,-1
91685.018146058,-2419200,-20,38,10,1,-1
31316.4,170302.4,-0.39968,2,10,2,-1
25368.9,135150.4,-0.39968,38,6,2,-1
1338.351,3005.572,-0.39968,38,5,2,-1
220738.8,416688,-30,38,10,1,-1
46179.6,461028,-0.39968,2,10,2,-1
254689.8,-214213.6,-18,7,5,1,-1
152756.4,9553,4,38,10,2,1
13264.26,-84292.8,-0.39968,16,5,2,-1
223555.8,116016.4,-26,38,10,1.4655,-1
91685.018146058,-1081008,-26,38,10,1,-1
6457.92,22801.84,-0.39968,2,10,2,-1
22227.24,-442708,-0.39968,38,10,1,-1
115825.8,-1716924,-0.39968,38,10,1,-1
180084.3,391968,-20,2,10,2,-1
631608,436240,-0.39968,38,10,1,-1
91685.018146058,-1158396,4,38,10,1,1
16661.4,-102576,-0.39968,38,6,1,-1
91685.018146058,-3788984,-0.39968,38,10,2,-1
5195.61,-1319800,4,44,5,2,-1
32606.7,61108.4,40,38,10,2,-1
202973.1,208172.4,-0.39968,38,10,2,1
169344,165690.8,-20,7,5,2,-1
196720.8,1423728,4,38,10,2,1
45561.6,8463.84,16,38,10,2,-1
130384.5,139054.4,-0.39968,2,3,1,-1
135190.5,-266988.4,8,38,6,2,-1
96013.8,20826,-0.39968,38,6,1,-1
73205.7,-13482.84,-4,1,5,1,-1
26086.26,-193551.2,-0.39968,38,10,2,-1
7621.41,1664.572,-0.39968,38,10,1,-1
34392,-4864.28,-24,38,10,2,-1
3149.61,59703.6,-30,37,5,1,-1
20579.88,-174407.2,34,38,5,1,-1
91685.018146058,-1094944,4,38,10,1,-1
91685.018146058,-1053440,-28,38,10,1,-1
286778.7,-363326,-20,38,10,1,-1
4334.28,162747.2,-24,38,5,1,-1
153407.1,-570044,4,13,9,1,-1
91685.018146058,-1361432,4,38,10,2,-1
40312.2,3389.428,-22,7,5,2,-1
167294.7,364854.8,-0.39968,2,10,1,-1
212772.6,292630.4,-0.39968,38,9,1,-1
28618.65,-106684.8,4,38,9,1,-1
11374.74,-1411108,-28,16,5,2,-1
3861.33,-122652.4,22,38,10,2,-1
91685.018146058,-661224,-18,38,10,1,-1
155970.9,133800.4,34,38,10,2,-1
10699.17,-1807548,38,38,5,1.4655,-1
91685.018146058,-499408,-0.39968,38,10,2,1
22356.69,-134071.2,4,38,5,1,-1
91685.018146058,-5157840,-20,38,10,1,-1
34533.9,-939704,4,38,6,1,-1
91685.018146058,-153278.608486739,-32,38,10,1,-1
91685.018146058,91508,-20,38,5,2,-1
203449.8,324456,-4,38,10,2,1
91685.018146058,-2734688,-0.39968,38,10,1,-1
91685.018146058,-1547144,-16,38,10,1,-1
211652.7,201902,6,38,10,1,-1
183946.5,374432,10,38,10,2,-1
10390.14,-147532,10,38,6,1,-1
156650.4,-439740,4,14,8,1,-1
216255.6,173774,22,38,5,1,-1
91685.018146058,-2574020,-22,38,10,2,-1
3582.81,-30124.44,44,7,6,1,-1
206187.3,117381.2,-0.39968,32,6,2,-1
179210.1,105710.8,4,38,6,1,-1
107317.5,109771.2,-0.39968,27,6,2,-1
74498.7,-420736,-26,2,10,2,-1
242670.3,445968,26,2,10,2,-1
37845.6,-289248.8,-0.39968,7,5,2,-1
177571.8,129931.2,58,38,5,1.4655,-1
140145.3,-37057.56,-0.39968,38,10,1,-1
67751.7,110163.6,4,38,10,2,-1
91685.018146058,-1481272,4,7,5,1,-1
91685.018146058,-2669728,-18,38,6,2,-1
158536.2,1882284,-0.39968,38,10,2,-1
26156.49,-183166.8,-0.39968,2,10,2,1
18675.51,-96925.6,48,38,6,2,-1
18202.92,-346920.4,4,38,10,1,-1
3127.62,-1692436,4,2,10,2,-1
91685.018146058,-833112,4,38,10,2,1
