@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
4,UYBR,'',0,16,-126215.2,449547,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,217,104,114728.4,241819.5,2Knk1KF,NKv3VA1BpP,Change,Change,Change
4,UYBR,'',0,26,579400,226045.2,RO12,me75fM6ugJ,Change,Change,Change
18,UYBR,'',49,44,461940,117832.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,22,209269.2,242859.3,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,mj86,70,56,-347.4284,1801.701,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,100,-7546.56,6105.03,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-94779.2,5360.34,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
58,UYBR,mj86,448,106,1333308,36600.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
26,cJvF,'',0,50,-62635.2,18781.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,21,100,5823.72,11157.84,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,20,40453.2,3411.66,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,14,148,-318195.6,16839.27,2Knk1KF,me75fM6ugJ,Change,Change,Change
8,cJvF,'',7,32,77662.4,117769.5,RO12,me75fM6ugJ,Change,Change,Change
18,UYBR,mj86,1456,118,211114.8,99216.59,2Knk1KF,NKv3VA1BpP,Change,Change,Stay
-28,UYBR,mj86,0,74,0,616.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,245,140,-98115.6,13712.46,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,84,-1648108,4011.66,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,26,-31351.84,4768.38,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,130839.2,8409.84,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,44,379005.6,117287.4,RO12,me75fM6ugJ,Change,Change,Stay
34,cJvF,'',217,58,225717.2,8436.72,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,854,136,-1313776,13147.29,2Knk1KF,NKv3VA1BpP,Change,Change,Change
30,UYBR,'',7,54,90181.6,221364.6,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,'',103.658127,8,-983932,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,am7c,0,146,-436476,5045.52,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',105,154,-68007.6,48420.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-26,cJvF,'',0,16,-364461.2,173349,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,am7c,0,172,-1692728,9078.99,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-8,cJvF,'',0,18,42594,21085.38,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,am7c,77,140,90069.6,112830.9,2Knk1KF,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,am7c,0,62,144298.4,148404.9,RO12,me75fM6ugJ,Stay,Change,Change
-26,UYBR,mj86,385,158,83454,133136.1,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
38,cJvF,'',0,86,137717.2,84555,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,am7c,392,138,21.57144,201661.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,58,-1531284,11326.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,7,122,95704.4,23803.17,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,UYBR,mj86,63,152,60557.6,45884.4,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',0,40,-81503.6,78112.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,60,20164.8,3956.01,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,14,1816040,218032.8,RO12,me75fM6ugJ,Stay,Change,Change
-18,cJvF,'',103.658127,8,-543928,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,28,-225463.2,29457.24,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,28,76,154442,3391.44,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,-221938.4,28438.71,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
8,cJvF,am7c,49,158,163035.2,185415.3,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-12,UYBR,'',0,12,-633504,0,RO12,me75fM6ugJ,Change,Change,Change
-2,UYBR,'',0,22,-227027.2,243910.5,RO12,me75fM6ugJ,Stay,Change,Change
24,UYBR,mj86,42,50,165293.6,22456.56,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,154,52,10416.28,673.749,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,70,152,-62544,3215.37,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,16,72902.4,297191.1,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,mj86,511,54,185995.6,207465.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,24,51762,7055.04,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-235879.2,11679.18,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,0,72,1065,7554.3,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-0.55388,cJvF,mj86,273,82,46120.4,135897,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
24,cJvF,'',56,112,121548,45615.3,2Knk1KF,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-12,UYBR,'',0,14,-530480,707568,RO12,me75fM6ugJ,Change,Change,Change
-8,UYBR,'',0,16,-1308928,163644,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,40,104036.8,226317.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',49,108,-340276.8,88557.91,2Knk1KF,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,8,-731872,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,20,-182439.6,230223,AERks4l,Kxdu,Change,Change,Change
4,cJvF,'',0,28,94420,88303.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,238,182,2501,43081.2,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,560,122,-60923.6,6787.83,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,196,54,83486,224358,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,am7c,0,58,273463.2,65914.8,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,34,104560.4,201706.2,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,168,58,-67168.8,151414.8,RO12,me75fM6ugJ,Change,Change,Change
-22,'','',0,18,636084,218545.8,RO12,me75fM6ugJ,Change,Change,Change
28,cJvF,mj86,0,52,136105.6,209809.8,RO12,me75fM6ugJ,Change,Change,Change
66,cJvF,mj86,175,148,-909544,5278.26,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',7,34,241010.8,16393.92,RO12,me75fM6ugJ,Change,Change,Change
8,UYBR,'',7,32,33126.84,6227.94,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',182,124,-281251.2,56933.7,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-0.55388,UYBR,'',0,42,675848,185855.1,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,18,135399.6,108845.7,RO12,me75fM6ugJ,Change,Change,Change
-6,UYBR,'',0,20,228174.8,306024,RO12,me75fM6ugJ,Change,Change,Change
8,UYBR,'',140,32,115601.6,142970.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',105,78,226698.4,120684,RO12,Kxdu,Change,Change,Change
4,cJvF,mj86,42,82,-19658.84,27726.9,RO12,Kxdu,Change,Change,Change
22,UYBR,am7c,77,162,-20407.16,15990.78,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-30,UYBR,mj86,0,156,95164.4,55097.7,2Knk1KF,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,12,-1000468,16077.93,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,98,82,186252.8,160049.4,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,0,158,-358948.8,16786.74,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
36,cJvF,mj86,91,60,36357.28,13602.18,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,26,-4565.16,47202.9,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,mj86,0,72,121596.4,216654.3,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,42,58,31063.84,27144.6,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-30,cJvF,'',7,40,-9518.36,5159.61,RO12,Kxdu,Change,Change,Stay
-0.55388,UYBR,am7c,42,118,208049.2,370428,2Knk1KF,me75fM6ugJ,Change,Stay,Change
-0.55388,cJvF,'',0,54,-1315636,10587.99,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-36511.16,130409.4,RO12,me75fM6ugJ,Change,Change,Change
16,cJvF,am7c,182,172,83519.6,225312.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',0,14,373386.4,221934,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,20,7727.16,276690.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,52,-105615.6,30454.8,RO12,me75fM6ugJ,Stay,Change,Change
-28,UYBR,mj86,0,118,1642.716,216878.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,28,-2540.856,1786.563,e6CkoqApVR,Kxdu,Change,Change,Change
-16,UYBR,'',103.658127,8,-974340,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,am7c,91,176,1051228,164060.4,qqimvRzsp8ZZdKRPgzLg68joSn_k,7M47J5GA0pTYIFxg5uy,Change,Change,Change
30,cJvF,am7c,35,54,-57982.4,20055.54,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,168,56,94877.2,138998.4,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',103.658127,10,-874400,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',0,22,112327.6,31275.6,e6CkoqApVR,Kxdu,Change,Change,Change
-0.55388,cJvF,'',0,26,-5275.84,4705.77,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-28,cJvF,'',0,26,110866.8,210484.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,616,176,6288.72,10248.99,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-24,UYBR,'',14,40,-1184780,2781.804,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',103.658127,40,-2123.428,62135.7,eSGpMwS8zSGgq_trOpckZ5,DHn_WUyBhW_whjA88g9bvA64_,Stay,Change,Change
-0.55388,cJvF,mj86,21,82,-1966144,10123.62,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,-136744.8,0,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,'',0,80,79167.2,77644.8,RO12,Kxdu,Change,Change,Change
-14,cJvF,'',28,52,-551164,231507,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,am7c,91,158,-1434752,5425.32,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,UYBR,am7c,0,174,-1665432,5050.38,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,18,-138459.6,167348.1,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,10,-81163.6,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,119,172,-31619.44,25363.14,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,7,110,-131151.6,63180,RO12,Kxdu,Change,Change,Change
4,cJvF,'',0,18,911224,180976.2,RO12,me75fM6ugJ,Stay,Change,Change
-16,cJvF,'',103.658127,10,-1205580,103084.052693,RO12,me75fM6ugJ,Stay,Change,Change
8,UYBR,'',0,34,176257.6,103404.6,RO12,me75fM6ugJ,Change,Change,Change
36,cJvF,'',0,60,879676,34627.5,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,'',0,30,126001.2,35217,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',103.658127,10,-4336.8,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',0,44,-234784,168394.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,24,74841.2,176796,RO12,Kxdu,Change,Change,Change
4,UYBR,'',0,14,-673416,63464.4,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,54,-131538.8,21069.48,RO12,me75fM6ugJ,Change,Change,Change
46,cJvF,am7c,0,94,540788,131962.2,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',103.658127,10,-1340432,103084.052693,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-0.55388,cJvF,mj86,7,74,-1891704,5490.24,RO12,me75fM6ugJ,Change,Change,Change
-16,cJvF,am7c,0,178,-1521360,2267.697,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-22,UYBR,'',0,18,-350145.2,217704.6,RO12,me75fM6ugJ,Change,Change,Change
-20,'',mj86,14,70,-1513712,45616.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,7,152,-251137.6,111156.9,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,12,-1032708,103084.052693,RO12,me75fM6ugJ,Stay,Change,Change
34,UYBR,mj86,322,82,186656,107369.4,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,mj86,574,102,155667.6,89372.41,RO12,me75fM6ugJ,Change,Change,Change
28,UYBR,mj86,7,52,7297.72,145989.9,RO12,me75fM6ugJ,Change,Change,Change
50,UYBR,am7c,308,130,311884.4,78422.09,2Knk1KF,me75fM6ugJ,Change,Change,Change
22,cJvF,am7c,21,144,-377795.6,27864.36,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,mj86,14,152,-1690552,24820.11,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,28,58,135254,210267,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,28,181735.6,213246,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,82,80868.4,167606.4,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,444676,270358.2,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,'',0,40,-53747.6,6826.08,RO12,me75fM6ugJ,Change,Change,Change
38,UYBR,mj86,0,98,-66620.8,14955.96,RO12,me75fM6ugJ,Change,Change,Change
34,UYBR,'',7,58,288538.4,228129.3,RO12,Kxdu,Change,Change,Change
4,cJvF,'',0,28,-23975.84,3550.14,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,am7c,0,128,555132,111700.5,2Knk1KF,NKv3VA1BpP,Change,Change,Change
4,cJvF,'',0,12,-717076,99436.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,238,104,272037.6,35097,RO12,Kxdu,Change,Change,Change
34,cJvF,mj86,238,60,790.284,8586.36,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
28,cJvF,mj86,0,76,-255219.6,30729.9,zPhCMhkz9XiOF7LgT9VfJZ3yI,NKv3VA1BpP,Change,Change,Change
-8,UYBR,'',0,14,-116965.6,317439,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,'',588,58,68864.8,48024.3,AERks4l,NKv3VA1BpP,Change,Change,Change
-0.55388,cJvF,'',0,42,0,8394.75,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,104,68757.2,9325.771,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-30,UYBR,am7c,0,142,125144.8,19072.65,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-26,cJvF,am7c,91,138,215678.4,218538.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-16,cJvF,'',103.658127,10,-369357.2,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,490,80,-678388,8267.311,RO12,NKv3VA1BpP,Change,Change,Change
4,cJvF,mj86,658,130,198450.8,89269.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,98,156,-330520,16031.4,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',14,38,-12073.72,5921.22,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,16,538612,931146,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-18,UYBR,'',103.658127,6,0,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
8,UYBR,am7c,28,52,109761.6,15854.94,RO12,Kxdu,Change,Change,Change
-30,cJvF,'',0,18,-845104,122902.5,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-28,UYBR,mj86,35,106,371544,74082.59,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,49,154,140095.6,242635.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
-18,UYBR,am7c,49,62,-1937680,3393.51,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,'',0,32,-24715.72,2691.975,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,am7c,14,52,604916,14223.72,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,'',21,30,402052,23523.39,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,63,156,45211.2,14582.67,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,14,-786700,21556.98,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-30,UYBR,am7c,84,104,8575.72,3642.45,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Stay,Change
-0.55388,UYBR,'',189,62,-6272.72,3506.61,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,mj86,0,46,41301.2,218149.2,RO12,me75fM6ugJ,Change,Change,Change
22,cJvF,am7c,168,46,110439.6,195323.1,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,16,828516,162928.2,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,30,1748452,191712.3,RO12,me75fM6ugJ,Change,Change,Change
8,UYBR,am7c,91,170,-75073.6,187442.7,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
32,cJvF,'',0,80,-365538.8,231163.8,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,'',231,36,188354.8,131127,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,am7c,238,184,354349.2,52437,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-14,UYBR,'',0,12,-907028,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,34,121377.6,17971.11,e6CkoqApVR,Kxdu,Change,Change,Change
-0.55388,UYBR,am7c,210,100,-1030248,14148.45,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,24,153197.2,194249.7,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',103.658127,10,-1352936,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-2178252,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,'',103.658127,10,-960360,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,mj86,98,112,-1587692,4500.18,RO12,Kxdu,Change,Change,Change
-0.55388,cJvF,'',0,36,-4056,851.652,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',70,112,-673996,3778.71,2Knk1KF,NKv3VA1BpP,Change,Change,Change
4,UYBR,'',0,12,-168216.4,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,16,-983656,76399.5,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',7,38,109808.8,219448.8,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,152,-2036404,2607.624,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',14,184,-136276.8,14549.4,bYmQ4nc,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,116,-1211232,2463.504,2Knk1KF,me75fM6ugJ,Change,Change,Change
-4,UYBR,'',0,22,-11784,246047.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,7,110,58507.2,12769.86,2Knk1KF,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',103.658127,10,-234367.6,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
50,UYBR,am7c,259,176,101317.2,198750.6,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,22,178311.6,123291,RO12,me75fM6ugJ,Change,Change,Change
30,cJvF,am7c,7,54,127582.4,10840.41,RO12,me75fM6ugJ,Stay,Change,Change
-24,cJvF,'',28,112,-759116,15667.74,2Knk1KF,me75fM6ugJ,Change,Change,Change
18,cJvF,'',371,42,26554.16,36947.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,28,126,-66984.4,292866,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',28,40,-540116,136612.8,RO12,me75fM6ugJ,Change,Change,Change
18,UYBR,mj86,7,88,119971.6,231084.6,RO12,me75fM6ugJ,Change,Change,Change
16,cJvF,'',322,40,145438.4,184287.9,RO12,me75fM6ugJ,Change,Change,Change
-10,cJvF,'',0,16,-916356,183624.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,46,203165.6,204001.2,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,'',0,56,264519.6,193316.4,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,-1737800,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,16,132921.6,208347,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,'',0,34,212668.8,114050.7,RO12,me75fM6ugJ,Change,Change,Change
-10,UYBR,mj86,0,74,-326282.8,7679.46,e6CkoqApVR,NKv3VA1BpP,Stay,Change,Change
28,UYBR,am7c,42,54,406024,76072.2,RO12,Kxdu,Change,Change,Change
28,cJvF,mj86,175,148,75397.2,149682,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,98,164,-474240,9421.74,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,16,-65765.2,106074.6,RO12,me75fM6ugJ,Change,Change,Change
-6,UYBR,mj86,0,54,74198.8,22978.83,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',0,52,-440936,76206,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,22,233173.6,220753.8,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,18,119696,159383.7,RO12,me75fM6ugJ,Stay,Change,Change
22,cJvF,am7c,273,136,131192,97080,2Knk1KF,me75fM6ugJ,Change,Change,Change
-22,cJvF,'',0,42,-9072.44,181287.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',3262,122,-52970,27824.79,2Knk1KF,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,36,227249.2,133540.8,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
-20,cJvF,am7c,28,206,-619896,2092.8,_7J0OGNN8s6gFzbM,7M47J5GA0pTYIFxg5uy,Change,Change,Change
28,cJvF,mj86,0,52,607968,140978.1,RO12,me75fM6ugJ,Change,Change,Stay
18,cJvF,'',0,42,-18678.28,24188.67,RO12,me75fM6ugJ,Change,Change,Change
