@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
-30,UYBR,'',546,84,-407036,47661.3,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Stay,Change
-20,UYBR,'',0,12,-1009112,889.5,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
32,cJvF,mj86,112,56,153272,213179.7,RO12,Kxdu,Change,Change,Change
-0.55388,UYBR,am7c,0,58,266880.4,177744,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-629116,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,28,56,69.5716,4735.53,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',420,104,2903.428,4631.52,RO12,me75fM6ugJ,Stay,Change,Change
-26,UYBR,'',350,36,170589.6,81146.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,16,53449.6,43566.6,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,mj86,0,50,-102029.2,46772.4,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,am7c,525,150,-175014.4,14672.49,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',0,30,35353.16,160252.2,e6CkoqApVR,Kxdu,Change,Change,Stay
4,UYBR,'',0,26,123699.6,108570.6,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,cJvF,'',103.658127,8,-1787748,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-20,cJvF,'',56,36,95749.6,119841.6,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,UYBR,'',0,14,185953.2,272549.7,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',49,44,-469536,139740.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,28,80714,214469.7,RO12,me75fM6ugJ,Change,Change,Change
22,UYBR,mj86,0,52,155181.2,112851.9,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,-2464404,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',14,36,136010.4,28416.09,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',0,34,110894.4,219662.4,RO12,me75fM6ugJ,Change,Change,Change
10,UYBR,'',609,34,64593.2,32724.6,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-20,UYBR,'',103.658127,4,0,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,91,176,-153662,12073.65,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-0.55388,cJvF,'',0,16,104824.8,178373.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,63939.6,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-6,cJvF,'',0,20,-21439.2,74429.7,RO12,me75fM6ugJ,Change,Change,Change
24,cJvF,am7c,301,126,165.5716,4570.65,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,16,473936,345345,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,'',0,14,128672.4,275502.3,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,112,160,82371.6,72660,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
-18,cJvF,'',103.658127,8,740552,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',77,48,73544.4,214424.4,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,20,962632,285815.7,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,26,-12171.16,46744.8,RO12,me75fM6ugJ,Stay,Change,Change
30,UYBR,mj86,28,174,2344.716,4435.71,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,am7c,0,114,111362.4,58479.6,w9ygS99Qp_,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-20,UYBR,'',0,34,1024476,211008.3,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,am7c,210,110,-87161.6,72776.7,w9ygS99Qp_,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-8,UYBR,'',0,16,166393.6,403968,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,8,-736336,103084.052693,e6CkoqApVR,Kxdu,Change,Change,Change
64,UYBR,'',644,134,164099.2,136017.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,7,56,29282.56,3835.44,RO12,Kxdu,Change,Change,Change
38,cJvF,mj86,0,64,678860,177294.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',133,36,-185636.8,14885.85,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,26,-78312.4,20004.81,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,am7c,210,172,117118,140617.5,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,104,0,6370.59,RO12,me75fM6ugJ,Change,Change,Change
-10,UYBR,'',0,14,100878,170669.1,RO12,me75fM6ugJ,Change,Change,Change
48,UYBR,mj86,35,88,67205.2,36075.3,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-30,UYBR,'',7,34,95916,71824.8,RO12,me75fM6ugJ,Change,Change,Stay
-30,cJvF,mj86,63,98,337576,51943.5,RO12,me75fM6ugJ,Change,Change,Stay
38,UYBR,'',84,86,5529.56,4822.32,RO12,me75fM6ugJ,Change,Change,Change
12,UYBR,'',371,36,81879.6,185503.8,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,'',14,36,713416,8866.021,RO12,me75fM6ugJ,Change,Change,Change
20,UYBR,'',0,44,55287.6,41051.1,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,mj86,21,64,-1602124,6467.01,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,28,88,-410712,160460.4,RO12,me75fM6ugJ,Change,Change,Change
50,cJvF,mj86,161,130,-95252,30567.6,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-14,cJvF,'',35,32,-26476.56,114200.4,RO12,me75fM6ugJ,Change,Change,Change
22,UYBR,'',7,84,-295899.2,61390.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,24,-1355720,123232.8,RO12,Kxdu,Change,Change,Change
24,UYBR,am7c,0,48,129556.8,107922.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,36,0,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
22,cJvF,mj86,357,46,-1461936,13926.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',35,32,-251518.4,128806.2,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',103.658127,8,-1271204,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,134,336097.2,58160.1,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,10,-129211.2,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
20,cJvF,'',0,46,137622.4,65779.2,RO12,me75fM6ugJ,Change,Change,Change
10,UYBR,am7c,329,80,74497.6,17131.44,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',147,34,-30019.72,122385,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,175,168,29332.44,210074.4,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',103.658127,30,141887.2,105509.7,RO12,me75fM6ugJ,Change,Change,Change
30,cJvF,am7c,0,54,686804,3897.18,AERks4l,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
16,cJvF,'',0,40,34628.56,48404.4,RO12,me75fM6ugJ,Change,Change,Change
-10,UYBR,'',0,14,156196.8,148513.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',91,86,147724,189592.2,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-2,cJvF,'',0,22,212254,144454.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,20,63698.4,0,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,116,-174778,141419.4,2Knk1KF,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',103.658127,4,-1171856,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,6,-1217512,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',0,24,137341.2,209812.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,63,128,-279758,3100.62,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,am7c,196,166,65907.6,254047.8,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-24,UYBR,mj86,0,58,1435428,223473,RO12,me75fM6ugJ,Stay,Change,Change
62,UYBR,am7c,0,156,111928.4,19868.19,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,987,220,-237303.6,6298.89,BrRu5UxtiQY9TTJ8ABKpfS,7M47J5GA0pTYIFxg5uy,Change,Change,Change
34,cJvF,am7c,133,58,586312,5890.92,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-734408,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,4,-1914544,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,20,-241227.2,76255.2,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,28,-243296,7305.45,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,350,228,387485.6,153909.9,vuPfq6YcbX,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,'','',0,16,-626068,191989.5,RO12,me75fM6ugJ,Stay,Change,Change
-30,UYBR,'',0,14,-139103.2,154306.2,RO12,me75fM6ugJ,Change,Stay,Change
6,cJvF,'',0,30,159996.8,21541.56,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,8,164047.2,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,14,-8229480,0,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',35,126,74906.4,68122.5,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,40,157121.2,250331.7,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,mj86,259,136,114895.2,175267.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',103.658127,4,1692064,103084.052693,RO12,me75fM6ugJ,Stay,Change,Change
26,cJvF,am7c,49,82,-72741.6,13039.56,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
50,cJvF,am7c,49,74,60538.8,11478.93,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
4,cJvF,am7c,28,162,-161348.4,191404.5,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-8,UYBR,'',0,18,407580,207558.9,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,am7c,0,154,44466.8,5055.48,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,UYBR,'',103.658127,10,-693980,103084.052693,RO12,me75fM6ugJ,Change,Change,Stay
-20,UYBR,'',35,30,92542,188999.4,RO12,me75fM6ugJ,Change,Change,Change
56,UYBR,am7c,217,106,-14431.28,5832.96,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,-579864,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,am7c,70,114,-231466,4380.72,eSGpMwS8zSGgq_trOpckZ5,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
36,cJvF,'',42,60,130288,215203.2,RO12,me75fM6ugJ,Change,Change,Change
60,UYBR,am7c,70,132,-313966.8,5513.16,rEUOq2QD1qfkRr6qpua,Kxdu,Change,Change,Change
-0.55388,UYBR,'',1078,32,66498,82201.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,52,71338.8,16762.98,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',42,44,-134884,223404.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,64,-652048,10363.38,RO12,me75fM6ugJ,Change,Change,Change
10,UYBR,'',84,34,-39999.72,17394.09,RO12,me75fM6ugJ,Change,Change,Stay
42,cJvF,am7c,56,66,279974,128510.7,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',103.658127,38,678612,118155.3,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,'',0,22,0,0,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-1929580,103084.052693,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-20,cJvF,'',103.658127,6,-2663764,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,'',0,18,82196,206591.7,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',0,16,163879.2,157340.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,22,-1396788,17701.8,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,'',0,34,530956,121256.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',63,40,69284.8,6457.32,RO12,me75fM6ugJ,Change,Change,Change
16,UYBR,am7c,21,76,-1009876,40266.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',35,46,267957.6,204490.5,RO12,me75fM6ugJ,Change,Change,Stay
46,'',am7c,14,70,-99823.2,80376.3,RO12,Kxdu,Change,Change,Change
-10,UYBR,'',0,14,-52402,193136.4,RO12,me75fM6ugJ,Change,Change,Change
16,cJvF,'',70,40,147489.6,100983,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,'',7,32,-153320,222002.4,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,16,267831.6,159572.1,RO12,me75fM6ugJ,Change,Change,Change
20,cJvF,'',14,44,-168960.8,12998.46,RO12,me75fM6ugJ,Change,Change,Stay
4,UYBR,'',0,14,-121410,442767,e6CkoqApVR,Kxdu,Stay,Change,Change
-0.55388,cJvF,mj86,287,62,-429488,35689.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,210,180,214574.8,224498.4,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
6,UYBR,'',103.658127,30,-67738.4,119992.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',103.658127,24,153697.2,110175.6,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',103.658127,6,-1387300,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
42,cJvF,am7c,56,66,-156526.4,44109.9,RO12,me75fM6ugJ,Change,Change,Stay
-8,UYBR,'',0,16,0,0,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,mj86,217,56,50142,23926.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,14,-25245.28,144114.6,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,24,-695392,196902.6,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',0,34,552704,180282.6,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,465776,55692.3,RO12,me75fM6ugJ,Change,Change,Change
24,UYBR,'',238,48,457320,224705.7,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-0.55388,cJvF,mj86,224,186,72430.4,16425.57,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
8,UYBR,'',0,32,-24671.44,51842.1,RO12,me75fM6ugJ,Change,Change,Change
36,cJvF,am7c,140,154,-939316,4368.81,2Knk1KF,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,64,25572,20078.4,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',56,60,109521.2,47694.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',103.658127,6,33300.4,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',0,54,-226389.2,154281,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,am7c,7,50,-259240.8,43500.3,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,cJvF,mj86,0,100,-225673.6,35390.4,RO12,me75fM6ugJ,Change,Change,Change
38,cJvF,mj86,280,86,91747.2,45115.2,RO12,Kxdu,Change,Change,Change
-28,cJvF,mj86,112,100,168312,57672.9,RO12,Kxdu,Change,Change,Change
-14,UYBR,'',103.658127,10,-2657208,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,'',0,30,224412,221322.3,RO12,Kxdu,Change,Change,Change
16,UYBR,'',0,40,100591.2,168661.8,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,0,86,-430724,2247.057,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,16,0,0,AERks4l,Kxdu,Change,Change,Change
-0.55388,UYBR,am7c,112,80,-199286.8,44184.6,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,119,174,0,0,qqimvRzsp8ZZdKRPgzLg68joSn_k,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,21,264,-46836,21130.38,BrRu5UxtiQY9TTJ8ABKpfS,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',103.658127,8,-753752,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-24,cJvF,mj86,28,182,338636,198072.3,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
18,UYBR,'',0,42,0,0,RO12,me75fM6ugJ,Stay,Change,Change
-18,cJvF,'',103.658127,10,-719984,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-1388616,0,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,am7c,21,108,127384,111520.5,2Knk1KF,NKv3VA1BpP,Change,Change,Change
32,cJvF,'',49,56,186488.8,11433.18,RO12,me75fM6ugJ,Change,Change,Change
-6,UYBR,'',0,20,50689.6,252415.5,RO12,me75fM6ugJ,Stay,Change,Change
14,cJvF,'',77,38,639908,95529,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,42,82776,219934.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,32,156902.4,15539.55,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',7,108,85786.8,92854.8,2Knk1KF,me75fM6ugJ,Change,Stay,Change
40,UYBR,mj86,0,64,202280.4,220835.7,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,86,84816,129599.7,RO12,me75fM6ugJ,Change,Change,Change
4,'',mj86,21,62,409976,15828.75,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,'',0,26,100410.8,160054.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,10,-1090724,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,'',0,36,-278309.6,162789.3,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
46,UYBR,am7c,28,100,-13546.16,16587.84,AERks4l,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,36,-375381.6,123251.1,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,am7c,91,142,192530.4,219736.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-22,cJvF,am7c,70,94,-833668,11410.05,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
10,cJvF,'',105,36,-317330,221339.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',546,84,-53397.6,12926.25,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,84,148,7395.28,10643.64,2Knk1KF,me75fM6ugJ,Change,Change,Change
-18,UYBR,mj86,7,56,61989.2,107463.3,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,mj86,0,174,-1779236,1746.783,bYmQ4nc,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',103.658127,6,30070,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,'',0,36,408572,229582.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-1214108,40517.1,RO12,me75fM6ugJ,Change,Change,Change
32,cJvF,am7c,49,56,-135514.4,248358.3,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-16,UYBR,'',103.658127,8,-427200,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',0,12,-1104452,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,60,57842,215496,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,82,-878744,4374.27,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',161,224,189490.4,102533.4,ByQdnLRlFnny2k4AJzG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
44,cJvF,'',252,154,-106382,3171.48,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,0,52,0,65299.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',427,172,206877.6,11030.52,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-0.55388,cJvF,'',0,42,-9489.72,29070.51,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,12,-1049832,51020.4,RO12,me75fM6ugJ,Change,Stay,Change
16,UYBR,'',0,40,-165623.2,23913.21,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',103.658127,10,-406036,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,mj86,98,90,-318276,7656.9,w9ygS99Qp_,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Stay
28,UYBR,'',21,76,-150062.4,13846.05,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,679,130,76155.6,29378.46,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',103.658127,8,-681712,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',28,78,-1795968,3103.05,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
2,UYBR,'',0,26,106554,13386.27,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',455,60,101714,189627,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',14,34,146331.2,107291.7,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,12,-727156,2398.227,e6CkoqApVR,Kxdu,Change,Change,Change
4,UYBR,am7c,0,132,195926.8,78107.41,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
42,UYBR,mj86,0,66,-323682.4,12394.47,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',0,42,219460.4,164912.1,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',7,54,8739.16,4051.5,RO12,Kxdu,Change,Change,Change
14,UYBR,'',0,38,462004,57389.1,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,-2812368,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,20,3780.716,4718.46,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,22,-270902.8,163668.9,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',103.658127,10,-901332,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,126,94,-3063.428,2684.643,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Stay
-20,UYBR,'',103.658127,4,-2902028,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,182,168,-1887140,5712.96,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',0,40,50212.8,12613.17,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,mj86,0,64,142146.4,47020.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,26,140786.4,160036.2,RO12,Kxdu,Change,Change,Change
-30,UYBR,am7c,252,78,61811.6,145964.1,RO12,me75fM6ugJ,Change,Stay,Change
-0.55388,UYBR,'',0,28,286092,230557.5,RO12,me75fM6ugJ,Change,Change,Change
